0.000000000000000e+000	-1.033976e-025
3.308199937919198e-004	1.578238e-013
4.593218672234795e-004	3.807632e-013
5.878237406550391e-004	6.081870e-013
7.163256140865987e-004	8.400951e-013
8.448274875181583e-004	1.076488e-012
9.733293609497178e-004	1.317365e-012
1.101831234381278e-003	1.562726e-012
1.230333107812837e-003	1.812572e-012
1.276597756250336e-003	1.887074e-012
1.322862404687836e-003	1.960694e-012
1.369127053125336e-003	2.033431e-012
1.415391701562835e-003	2.105285e-012
1.461656350000335e-003	2.176256e-012
1.507920998437834e-003	2.246344e-012
1.554185646875334e-003	2.315549e-012
1.631089943750333e-003	2.430308e-012
1.701371926172211e-003	2.533460e-012
1.771653908594089e-003	2.638282e-012
1.841935891015967e-003	2.744773e-012
1.912217873437844e-003	2.852933e-012
1.982499855859722e-003	2.962762e-012
2.052781838281600e-003	3.074261e-012
2.123063820703478e-003	3.187429e-012
2.180742043359735e-003	3.284333e-012
2.238023537500368e-003	3.382126e-012
2.295305031641001e-003	3.484706e-012
2.352586525781634e-003	3.592071e-012
2.409868019922266e-003	3.704222e-012
2.467149514062899e-003	3.821159e-012
2.524431008203532e-003	3.942883e-012
2.581712502344164e-003	4.069392e-012
2.690873879297304e-003	4.334237e-012
2.789201516016060e-003	4.578729e-012
2.887529152734816e-003	4.880635e-012
2.985856789453573e-003	5.239955e-012
3.084184426172329e-003	5.656689e-012
3.182512062891085e-003	6.130837e-012
3.280839699609841e-003	6.662398e-012
3.379167336328597e-003	7.251374e-012
3.412065285547352e-003	7.490112e-012
3.484910744531737e-003	7.997212e-012
3.557756203516122e-003	8.668269e-012
3.630601662500506e-003	9.503283e-012
3.703447121484891e-003	1.050225e-011
3.776292580469276e-003	1.166518e-011
3.849138039453661e-003	1.299207e-011
3.921983498438046e-003	1.448291e-011
3.922837990625545e-003	1.450348e-011
3.976670998438052e-003	1.570762e-011
4.030504006250557e-003	1.731704e-011
4.084337014063064e-003	1.933173e-011
4.138170021875569e-003	2.175169e-011
4.192003029688076e-003	2.457693e-011
4.245836037500582e-003	2.780744e-011
4.299669045313087e-003	3.144322e-011
4.337358254297467e-003	3.432589e-011
4.375047463281848e-003	3.798083e-011
4.412736672266228e-003	4.240804e-011
4.450425881250608e-003	4.760752e-011
4.488115090234988e-003	5.357926e-011
4.525804299219369e-003	6.032326e-011
4.563493508203748e-003	6.783954e-011
4.577928322656875e-003	7.116260e-011
4.592363137110002e-003	7.472687e-011
4.606797951563129e-003	7.853236e-011
4.621232766016256e-003	8.257907e-011
4.635667580469383e-003	8.686699e-011
4.650102394922509e-003	9.139613e-011
4.664537209375637e-003	9.616648e-011
4.664750832422512e-003	9.623961e-011
4.702775734766267e-003	1.120109e-010
4.740800637110022e-003	1.286116e-010
4.778825539453777e-003	1.460417e-010
4.816850441797532e-003	1.643013e-010
4.854875344141287e-003	1.833902e-010
